Timestamp,What group are you observing?,In which task are they?,What is the level of engagement of each student in solving the task? (please mark all that apply) [Student A],What is the level of engagement of each student in solving the task? (please mark all that apply) [Student B],What is the level of engagement of each student in solving the task? (please mark all that apply) [Student C],What is the level of engagement of each student in solving the task? (please mark all that apply) [Student D],What is the level of engagement of each student in solving the task? (please mark all that apply) [Student E],"Please write down some short notes about what the group is doing, especially: what activity they are performing, which student is writing in the diary, whether they are collaborating or rather cooperating, and other problems you may perceive in the collaboration dynamic"
13/12/2017 11:11:01,Group 1,Koordinaatide org - Coordinates,"Interacting with technology (e.g., phone, answer forms) to solve the task",Talking with their group peers to solve the task,Talking with their group peers to solve the task,Talking with their group peers to solve the task,,"They heard the animal sound. A is using the iPad. C, B, D are talking. Trying to figure out the animal noise. "
13/12/2017 11:12:18,Group 4,Koordinaatide org - Coordinates,"Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",Talking with their group peers to solve the task,"Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,"Students are enjoying the task. They are making fun to solve the problem. Since there are two tabs, two students jointly use 1 tab and combinely working on it. "
13/12/2017 11:13:32,Group 5,Suitsusignaal - Smoke,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,Tagasiside
13/12/2017 11:14:04,Group 3,Koordinaatide org - Coordinates,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",Talking with their group peers to solve the task,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",Talking with their group peers to solve the task,,the coordinate task will continue after smoke task
13/12/2017 11:15:27,Group 2,Koordinaatide org - Coordinates,Totally disengaged,Totally disengaged,Totally disengaged,Totally disengaged,,"Still waiting, looking at their phones mostly."
13/12/2017 11:16:08,Group 1,Koordinaatide org - Coordinates,"Interacting with technology (e.g., phone, answer forms) to solve the task",,"Interacting with technology (e.g., phone, answer forms) to solve the task",,,A is solving in the iPad. D is helping and B also. C is a bit in her own faughts. B and d are marking the map. 
13/12/2017 11:16:08,Group 6,Koordinaatide org - Coordinates,"Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,,They submitted feedback about smoke activity. 
13/12/2017 11:16:55,Group 4,Suitsusignaal - Smoke,"Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task",,Some of the students are laughing at teachers talk. 
13/12/2017 11:19:15,Group 5,Koordinaatide org - Coordinates,"Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,Reading task in smartphone and tablet
13/12/2017 11:19:26,Group 1,Koordinaatide org - Coordinates,Totally disengaged,"Interacting with technology (e.g., phone, answer forms) to solve the task",Totally disengaged,Talking with their group peers to solve the task,,A and c are talking with the other group. B and d are the only ones trying to solve the task. Still 12 min to go
13/12/2017 11:19:51,Group 3,Suitsusignaal - Smoke,"Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task",,"teacher interacting wth students wthin given scenario of being in isolated island and rescuing oneself,"
13/12/2017 11:22:28,Group 4,Suitsusignaal - Smoke,"Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task",,They are listrning to the instructor and two of the students are engaging with task.
13/12/2017 11:23:38,Group 6,Koordinaatide org - Coordinates,"Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,,They are using each others phone
13/12/2017 11:23:57,Group 3,Suitsusignaal - Smoke,"Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"started following teacher instructions for preparing chemicals for fire, experiment"
13/12/2017 11:24:11,Group 2,Koordinaatide org - Coordinates,Totally disengaged,Totally disengaged,Totally disengaged,Totally disengaged,,"Still waiting, looking at their phones. D is even talking with girls from another group. Playing with the chairs. Some even try to leave the room, having a snack."
13/12/2017 11:25:23,Group 5,Koordinaatide org - Coordinates,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"QR cod scan, do task, listen sound


"
13/12/2017 11:27:06,Group 4,Suitsusignaal - Smoke,"Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task",,Students are excited and making fun with peers.
13/12/2017 11:28:13,Group 3,Suitsusignaal - Smoke,"Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"the chemical is prepared, and now according to teacher assessment they are making fire and analysing the result, pink fire "
13/12/2017 11:30:02,Group 6,Koordinaatide org - Coordinates,"Looking to others as they try to solve the task, Talking with their group peers to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,,They listened to other group playing elephant sound and then started talking to them. They are in hurry to finish to finish the activity as time is lapsing
13/12/2017 11:30:35,Group 4,Suitsusignaal - Smoke,"Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task",,Students listen to instructor and involve in task.
13/12/2017 11:32:39,Group 5,Koordinaatide org - Coordinates,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,Kaart
13/12/2017 11:35:50,Group 5,Koordinaatide org - Coordinates,"Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,Foto
13/12/2017 11:36:38,Group 6,Koordinaatide org - Coordinates,"Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,,A is drawing on map
13/12/2017 11:39:17,Group 5,Koordinaatide org - Coordinates,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,Tagasiside
13/12/2017 11:48:44,Group 2,Suitsusignaal - Smoke,"Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task",,"Doing the smoke activity, two groups together (with group 1). The teacher talks alternatively English and Estonian"
13/12/2017 11:54:05,Group 1,Suitsusignaal - Smoke,Talking with their group peers to solve the task,Talking with their group peers to solve the task,"Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",Talking with their group peers to solve the task,,C puts the chemicals on the plate. Everyone's doing something. 
13/12/2017 11:59:25,Group 2,Suitsusignaal - Smoke,"Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"Divided in 3 groups, teacher instruct them to mix chemicals. D tried to get her phone to do video. Then they go to the burning area, burn the stuff, laugh and smile. Then teacher explains a bit more, thanks them and they go"
13/12/2017 12:01:07,Group 1,Suitsusignaal - Smoke,Talking with their group peers to solve the task,Talking with their group peers to solve the task,Talking with their group peers to solve the task,Talking with their group peers to solve the task,,All were interested
13/12/2017 12:05:16,Group 2,Suitsusignaal - Smoke,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Totally disengaged, Interacting with technology (e.g., phone, answer forms) to solve the task",,"Answering the form for the smoke activity. D is watching the video from the burning, then comes back and tries to do the form. There is mentions of kahoot"
13/12/2017 12:05:54,Group 1,Suitsusignaal - Smoke,"Interacting with technology (e.g., phone, answer forms) to solve the task",Totally disengaged,Totally disengaged,Totally disengaged,,A is writing the feedback to the smoke. B is helping a bit d is interacting with a nother group. 1 and a half minutes before they finished the task. 
13/12/2017 12:10:37,Group 2,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,Gone to the kahoot room. 23 kids total
13/12/2017 12:14:13,Group 4,Ohukraater - Survival,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",Talking with their group peers to solve the task,,B student was distracted by phone. 
13/12/2017 12:15:48,Group 2,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,"Logging in, the music is on, seems they like it. "
13/12/2017 12:20:11,Group 4,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task",Totally disengaged,Totally disengaged,"Interacting with technology (e.g., phone, answer forms) to solve the task",,Student dont have particular task to solve in a group. They talk with peers randomly. 
13/12/2017 12:22:48,Group 6,Ohukraater - Survival,"Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,,Network issue to start kahoot
13/12/2017 12:24:47,Group 4,Ohukraater - Survival,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",Totally disengaged,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,Student C is totally disengaged. He is just smiling. 
13/12/2017 12:25:41,Group 2,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,Every team explains their name and flag. Usual teachers spread out to control more talkative kids. Lights out to focus on the kahoot. Some technical problems (wifi?)
13/12/2017 12:27:20,Group 5,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"Kahoot.it  play, test . Toit ja ohud"
13/12/2017 12:27:21,Group 6,Ohukraater - Survival,"Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,,A and B are talking to each other
13/12/2017 12:29:25,Group 4,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,Students dont have any group activity. 
13/12/2017 12:30:44,Group 3,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,"solving questions in kohoot, there was technical problems showing question 2 so it was skipped "
13/12/2017 12:30:49,Group 6,Ohukraater - Survival,"Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,,Problem in Switching from ppt to browser 
13/12/2017 12:31:28,Group 5,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,"Kahoot, test, toit soodav voi ohtlik, question 2 okra
"
13/12/2017 12:33:36,Group 2,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,"Game starts. Forts question goes well, then some more technical problems, they cannot respond, some laughs. While teacher speaks Estonian they seem to disconnect a bit. "
13/12/2017 12:34:15,Group 4,Ohukraater - Survival,"Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,Students solve problem individually but they talk each other. Most of the time they listen to instructors. 
13/12/2017 12:35:14,Group 3,Ohukraater - Survival,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,na
13/12/2017 12:35:39,Group 5,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"Kahoot, question 2 oige vastuse  arutelu, question 4
4"
13/12/2017 12:37:02,Group 6,Ohukraater - Survival,"Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,,Talking to oters for their responses. A is answering to teacher for almost questions. Most active
13/12/2017 12:39:47,Group 5,Ohukraater - Survival,,,,,,"Kahoot, answer 4 analys, question 5"
13/12/2017 12:40:09,Group 4,Ohukraater - Survival,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Totally disengaged, Talking with their group peers to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,The teacher (seems to busy to stop ) the students. Student C is disengaged. He does not solve problem. 
13/12/2017 12:40:28,Group 3,Ohukraater - Survival,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,na
13/12/2017 12:41:59,Group 6,Ohukraater - Survival,"Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,,B is answering in all the groups
13/12/2017 12:44:31,Group 4,Ohukraater - Survival,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",Totally disengaged,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,Teacher is busy to control the students. She is  dominating them. 
13/12/2017 12:45:28,Group 5,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"Kahoot, answer 6 analys, question 7 imemari and answer analuus, q.8"
13/12/2017 12:45:31,Group 3,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,na
13/12/2017 12:45:52,Group 6,Ohukraater - Survival,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,,Interacting with other group and asking scores
13/12/2017 12:45:59,Group 2,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Totally disengaged, Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Totally disengaged, Interacting with technology (e.g., phone, answer forms) to solve the task",,"Game continues. After 5-6 questions, some start to get bored, more talking (usual teacher disciplines them). maybe to many questions?"
13/12/2017 12:50:09,Group 3,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,na
13/12/2017 12:50:14,Group 4,Ohukraater - Survival,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,Students listen to the instructors. They are performing individual task. Student A helps student C to solve the problem.
13/12/2017 12:50:29,Group 5,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"Kahoot, answer 6 analys, question 7 imemari and answer analuus, q.8 leopard, q9, question 10 vili soodav voi ei kakao"
13/12/2017 12:50:31,Group 6,Ohukraater - Survival,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,,Discussing as they got incorrect answer
13/12/2017 12:52:20,Group 2,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,"Game continues. Teacher does not dwell in the response results (many vs few wrong), but goes straight to the explanation of what it is etc. Do they see it as meaningful, or just do it mechanically? A from this group came out as one of the best in the kahoot competition!"
13/12/2017 12:56:09,Group 2,Ohukraater - Survival,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Totally disengaged, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,"Moved back to their room, teacher gives instructions. They do activity forms, then start the following activity"
13/12/2017 12:56:11,Group 5,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"Test question 10 kakao analys, graspis tagasiside Ohukraater survival ulesannele"
13/12/2017 12:56:33,Group 1,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,Everybody was solving the task.
13/12/2017 13:00:04,Group 1,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",Talking with their group peers to solve the task,Totally disengaged,Talking with their group peers to solve the task,,"A, b, d are solving the task together. C is outside the classroom "
13/12/2017 13:00:27,Group 3,"Pääsemise laht - Smoke, morse and final report",Totally disengaged,"Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,they are using information in paper and working on tablet as in collaboration
13/12/2017 13:00:32,Group 2,"Pääsemise laht - Smoke, morse and final report","Totally disengaged, Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Totally disengaged, Interacting with technology (e.g., phone, answer forms) to solve the task","Totally disengaged, Interacting with technology (e.g., phone, answer forms) to solve the task",,"B takes the paper and starts solving Morse, the others kind of disengage"
